timestamp_sec,gt_x,gt_y,gt_z
360.649307,12.33432148,0.696212649,6.363156051
360.67036,12.34262766,0.696808577,6.360246654
360.716457,12.36081462,0.698113404,6.35387633
360.737486,12.36911133,0.698708653,6.350970251
360.758556,12.37742422,0.699305062,6.348058505
360.79171,12.39050469,0.700243523,6.343476825
360.812761,12.39881009,0.700839395,6.340567705
360.833778,12.40710206,0.701434304,6.337663284
360.867388,12.42036244,0.702385672,6.333018587
360.888405,12.42865442,0.702980581,6.330114165
360.909436,12.43695193,0.703575887,6.32720781
361.087673,12.47497601,0.699772462,6.299839004
361.10868,12.47828253,0.699002269,6.296513724
361.142305,12.48357514,0.697769454,6.291191091
361.163309,12.48688119,0.696999371,6.287866286
361.185019,12.49029836,0.696203403,6.284429726
361.218221,12.49552438,0.694986097,6.279174052
361.23928,12.49883909,0.694213997,6.27584054
361.26029,12.50214608,0.693443694,6.272514786
361.294093,12.5074667,0.692204353,6.267163977
361.31512,12.51077637,0.691433426,6.263835531
361.336163,12.51408855,0.690661913,6.260504553
361.369622,12.51935503,0.689435184,6.255208197
361.390654,12.52266549,0.688664074,6.25187896
361.411652,12.52597059,0.687894211,6.248555104
361.445284,12.53126429,0.68666114,6.243231364
361.466308,12.53457349,0.685890323,6.239903393
361.487303,12.53787812,0.68512057,6.236580013
361.570966,12.55104675,0.682053179,6.22333667
361.616297,12.55818189,0.68039118,6.216161049
361.637287,12.56148573,0.67962161,6.21283846
361.684007,12.5688395,0.677908684,6.205442969
361.705189,12.57217357,0.677132075,6.202089988
361.740753,12.57777137,0.675828169,6.196460424
361.761781,12.5810812,0.675057206,6.193131819
361.782795,12.58438882,0.674286756,6.189805431
361.816407,12.58967938,0.673054418,6.184484857
361.837423,12.59298731,0.672283895,6.181158152
361.858463,12.59629903,0.671512492,6.177827649
361.891638,12.6015208,0.670296175,6.172576248
361.912659,12.60482952,0.669525469,6.169248752
361.933657,12.60813463,0.668755606,6.165924897
361.967245,12.61020814,0.667752047,6.165196864
361.988243,12.60923418,0.667285675,6.167983765
362.00928,12.60825841,0.666818436,6.170775842
362.054616,12.60615558,0.665811509,6.176792935
362.075638,12.60518051,0.665344603,6.179583021
362.10881,12.60364188,0.664607843,6.183985682
362.129812,12.60266774,0.664141381,6.186773114
362.150812,12.60169369,0.663674965,6.18956028
362.188094,12.59996443,0.662846919,6.194508429
362.209137,12.59898838,0.662379547,6.197301302
362.230195,12.59801164,0.661911842,6.200096166
362.263417,12.5964707,0.661173971,6.204505463
362.28446,12.59549465,0.660706599,6.207298337
362.305485,12.59451944,0.660239627,6.210088821
362.351588,12.59238103,0.659215664,6.216207712
362.372636,12.59140476,0.658748182,6.219001249
362.406343,12.58984131,0.657999538,6.223474916
362.463819,12.58717539,0.656722978,6.231103258
362.484869,12.58619902,0.65625545,6.23389706
362.506003,12.58521875,0.655786057,6.236702011
362.539666,12.58365735,0.655038391,6.241169838
362.560689,12.58268223,0.654571463,6.243960057
362.581705,12.58170744,0.654104691,6.246749347
362.614867,12.58016928,0.653368153,6.25115068
362.636416,12.57916976,0.652889542,6.254010711
362.657444,12.57819441,0.652422504,6.256801594
362.691085,12.57663403,0.651675326,6.261266501
362.7121,12.57565929,0.651208576,6.264055658
362.733414,12.57467067,0.650735185,6.266884499
362.778987,12.57255685,0.649722994,6.272933048
362.800006,12.57158191,0.649256155,6.275722736
362.833182,12.5700431,0.648519306,6.280125928
362.854189,12.56906873,0.648052733,6.282914023
362.875241,12.56809226,0.647585162,6.285708091
362.908837,12.56653397,0.646838984,6.290167026
362.929871,12.56555834,0.646371812,6.292958704
362.950915,12.56458225,0.645904417,6.29575171
362.985329,12.5606546,0.647413509,6.314604425
363.006352,12.55823161,0.648358446,6.326266144
363.027366,12.55580965,0.64930298,6.33792287
363.060979,12.55193561,0.65081381,6.356568418
363.08373,12.54931346,0.651836418,6.36918868
363.104751,12.5468907,0.652781266,6.380849289
363.137928,12.5430669,0.654272499,6.399252982
363.158949,12.54064414,0.655217347,6.410913592
363.179972,12.53822115,0.656162285,6.422575311
363.25128,12.5300026,0.659367424,6.462130742
363.29661,12.52477812,0.661404908,6.487275856
363.317658,12.52235224,0.662350969,6.498951442
363.350847,12.51852707,0.663842742,6.517361792
363.371908,12.5160997,0.664789388,6.52904459
363.392921,12.51367786,0.665733876,6.540700761
363.439006,12.50836636,0.667805296,6.566264682
363.460005,12.50594614,0.668749155,6.577913088
363.49361,12.50207302,0.670259626,6.596554198
363.514633,12.49965003,0.671204564,6.608215917
363.535656,12.49722703,0.672149502,6.619877636
363.582162,12.49186702,0.674239845,6.645675091
363.603201,12.48944218,0.675185502,6.657345685
363.636404,12.48561539,0.676677904,6.675763801
363.658319,12.48308959,0.677662935,6.687920323
363.67938,12.48066222,0.678609581,6.699603121
363.725477,12.47534934,0.68068154,6.725173698
363.746495,12.47292693,0.681626253,6.736832644
363.780091,12.46905484,0.68313632,6.755468761
363.801113,12.46663197,0.684081213,6.767129925
363.822143,12.46420817,0.685026465,6.778795527
363.86746,12.45898519,0.687063365,6.803933429
363.889014,12.456501,0.68803217,6.8158897
363.922213,12.45267467,0.689524393,6.834305597
363.943259,12.45024903,0.690470364,6.845980074
363.964309,12.44872278,0.691503901,6.854886871
363.998915,12.44716105,0.69329503,6.866613242
364.019953,12.44621163,0.69438391,6.873742046
364.041986,12.44521731,0.695524289,6.88120801
364.075157,12.44372034,0.697241146,6.892448126
364.096162,12.44277242,0.698328318,6.899565748
364.117165,12.44182458,0.699415387,6.906682692
364.15079,12.44030712,0.701155742,6.918076648
364.183979,12.43880934,0.70287353,6.929322863
364.217584,12.43729279,0.70461285,6.940710042
364.238624,12.43634328,0.705701834,6.947839524
364.259646,12.43539459,0.706789886,6.954962906
364.292819,12.43389753,0.708506846,6.9662037
364.313859,12.43294802,0.70959583,6.973333182
364.33493,12.43199711,0.710686418,6.980473168
364.368546,12.43048007,0.712426307,6.991864074
364.389563,12.4295316,0.7135141,6.998985762
364.410612,12.42858168,0.714603549,7.006118294
364.443821,12.427083,0.716322373,7.017371287
364.464868,12.42613317,0.717411719,7.02450314
364.485872,12.42518529,0.718498839,7.031620423
364.519463,12.42366937,0.720237434,7.043002858
364.540536,12.42271837,0.721328126,7.050143522
364.561588,12.42176832,0.72241773,7.05727707
364.739523,12.41373834,0.731627249,7.117571003
364.784869,12.41169193,0.733974257,7.132936663
364.805915,12.41074215,0.735063551,7.140068178
364.82695,12.40979287,0.736152276,7.147195966
364.860558,12.40827618,0.737891751,7.158584161
364.881592,12.40732694,0.738980424,7.16571161
364.902654,12.40637644,0.740070546,7.172848546
364.935818,12.40487979,0.741787041,7.18408629
364.956865,12.40422297,0.742677479,7.191137001
364.977918,12.40441778,0.742989926,7.19795383
365.011513,12.40472863,0.743488508,7.208831679
365.033866,12.40493547,0.743820248,7.21606944
365.054904,12.40513013,0.744132473,7.222881411
365.088054,12.40543687,0.744624451,7.233615173
365.109093,12.40563154,0.74493669,7.240427468
365.130112,12.40582603,0.745248633,7.247233288
365.176219,12.40625266,0.745932905,7.262162444
365.197287,12.4064476,0.746245575,7.26898413
365.230906,12.40675868,0.746744513,7.27986975
365.251926,12.40695318,0.747056471,7.286675894
365.273417,12.40715203,0.747375418,7.293634544
365.306573,12.40745883,0.747867485,7.304370248
365.327584,12.40765324,0.748179309,7.311173478
365.348608,12.40784778,0.748491325,7.317980916
365.382218,12.40815877,0.74899013,7.328863623
365.403261,12.40835348,0.749302429,7.335677213
365.450192,12.40878774,0.749998931,7.350873176
365.471239,12.40898248,0.750311288,7.357688062
365.51736,12.40940924,0.750995769,7.372621751
365.574844,12.40994114,0.751848887,7.391234708
365.595869,12.41013569,0.752160919,7.39804247
365.616873,12.41033004,0.752472638,7.404843433
365.650463,12.41064085,0.752971147,7.415719664
365.671482,12.41083533,0.753283089,7.422525483
365.69256,12.41103037,0.753595907,7.429350407
365.727522,12.41135387,0.754114777,7.440670882
365.748538,12.41154833,0.754426675,7.447475731
