timestamp_sec,ang_vel_x,ang_vel_y,ang_vel_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_x,quat_y,quat_z,quat_w
129.881955,0.391638,0.008767,-0.036874,0.01086,0.307317,9.743295,0.036314,-0.024741,-0.649932,0.758721
129.894808,0.387307,0.011734,-0.045784,0.027801,0.316053,9.728093,0.037834,-0.025957,-0.650001,0.758547
129.901959,0.354082,0.020246,-0.03651,0.039111,0.304066,9.713705,0.039346,-0.027141,-0.650099,0.758344
129.915048,0.318738,0.037481,-0.021848,0.031893,0.293529,9.702707,0.040765,-0.028189,-0.650175,0.758167
129.921937,0.30008,0.052966,-0.016487,0.007172,0.261567,9.692292,0.042101,-0.029059,-0.650191,0.758047
129.934809,0.300822,0.066044,-0.01953,-0.025457,0.235259,9.683021,0.04341,-0.029804,-0.650185,0.757949
129.941957,0.295442,0.078566,-0.020947,-0.051249,0.212794,9.67491,0.04475,-0.03049,-0.650197,0.757833
129.954989,0.273407,0.097448,-0.016028,-0.064451,0.212884,9.687845,0.046106,-0.0311,-0.650198,0.757727
129.962161,0.252622,0.115498,-0.013963,-0.059025,0.22362,9.712515,0.04744,-0.031575,-0.650179,0.757641
129.974802,0.250198,0.128028,-0.021244,-0.062668,0.239042,9.734938,0.048759,-0.031924,-0.650155,0.757563
129.981972,0.249924,0.135875,-0.032532,-0.070507,0.239755,9.743643,0.050113,-0.032217,-0.65015,0.757467
129.994804,0.227733,0.138438,-0.033176,-0.070654,0.26198,9.760028,0.051494,-0.03248,-0.650179,0.757338
130.001962,0.184163,0.139395,-0.022654,-0.062645,0.294698,9.766107,0.052803,-0.032664,-0.650211,0.757212
130.015167,0.149383,0.144031,-0.013081,-0.05921,0.306146,9.769764,0.053958,-0.032711,-0.650204,0.757134
130.021969,0.140729,0.144185,-0.013095,-0.048806,0.307656,9.770742,0.054993,-0.032632,-0.650177,0.757087
130.034882,0.151415,0.140664,-0.015993,-0.041441,0.307111,9.759962,0.055987,-0.032514,-0.650148,0.757044
130.04197,0.150846,0.134737,-0.0147,-0.048584,0.304828,9.758215,0.056995,-0.032426,-0.650125,0.756993
130.0548,0.130162,0.13215,-0.009933,-0.060138,0.289379,9.749988,0.057974,-0.032349,-0.650103,0.75694
130.061948,0.106314,0.128009,-0.011825,-0.070643,0.277345,9.73555,0.058865,-0.032217,-0.650071,0.756904
130.074803,0.098759,0.117937,-0.01685,-0.073695,0.266283,9.727507,0.059661,-0.03203,-0.65005,0.756869
130.081957,0.094566,0.107377,-0.014795,-0.07901,0.268843,9.733602,0.060396,-0.03186,-0.65005,0.756817
130.094806,0.075947,0.103062,-0.000761,-0.085902,0.261722,9.72945,0.061082,-0.031722,-0.65004,0.756776
130.101926,0.056906,0.104943,0.011478,-0.08424,0.270345,9.725671,0.061696,-0.031559,-0.649984,0.756782
130.116091,0.051727,0.102829,0.006384,-0.078095,0.266234,9.725076,0.062251,-0.031344,-0.649891,0.756825
130.121963,0.059749,0.098029,-0.008161,-0.07542,0.250795,9.718737,0.062784,-0.031123,-0.649812,0.756858
130.134807,0.057185,0.091432,-0.012615,-0.07545,0.247626,9.720009,0.063326,-0.030936,-0.649784,0.756845
130.141963,0.032961,0.08763,-0.005186,-0.071393,0.259776,9.722475,0.06383,-0.030752,-0.649772,0.75682
130.154931,0.012303,0.084003,0.001584,-0.080026,0.26213,9.709556,0.064227,-0.030505,-0.649744,0.75682
130.161911,0.015287,0.076545,-0.001279,-0.08013,0.256518,9.697082,0.06453,-0.030203,-0.649699,0.756845
130.174956,0.025849,0.063711,-0.004867,-0.086304,0.236525,9.69577,0.064809,-0.029928,-0.649666,0.756861
130.181962,0.012314,0.05166,0.003919,-0.092785,0.227325,9.699567,0.065075,-0.029722,-0.64964,0.756868
130.194815,-0.012902,0.04909,0.015492,-0.092104,0.245754,9.693673,0.065257,-0.029521,-0.649593,0.756901
130.201907,-0.021012,0.049154,0.017514,-0.090227,0.267605,9.689889,0.065342,-0.029264,-0.649508,0.756976
130.215029,-0.009439,0.04885,0.011826,-0.088173,0.279573,9.6837,0.065399,-0.028986,-0.649412,0.757065
130.221987,-0.001486,0.048002,0.009102,-0.081445,0.293853,9.686525,0.0655,-0.028747,-0.649336,0.75713
130.234896,-0.020325,0.048656,0.01034,-0.078678,0.289699,9.689074,0.065629,-0.028537,-0.649268,0.757185
130.24195,-0.043073,0.051708,0.009631,-0.073068,0.289309,9.69467,0.065701,-0.028274,-0.649199,0.757248
130.254805,-0.047863,0.054779,0.008983,-0.064072,0.311939,9.710612,0.065708,-0.027935,-0.649118,0.757329
130.261946,-0.0509,0.058481,0.015121,-0.051242,0.332641,9.742236,0.065705,-0.027566,-0.649054,0.757398
130.274883,-0.06816,0.065728,0.023728,-0.038496,0.347529,9.773284,0.065696,-0.027168,-0.648968,0.757487
130.282467,-0.083335,0.075869,0.022913,-0.038695,0.35307,9.810377,0.065644,-0.026688,-0.648845,0.757614
130.29481,-0.087219,0.082447,0.009805,-0.045455,0.35181,9.853167,0.065512,-0.026092,-0.648736,0.757739
130.301946,-0.08805,0.086076,-0.003428,-0.070946,0.355899,9.887526,0.06538,-0.025444,-0.648672,0.757827
130.314994,-0.104548,0.084264,-0.006726,-0.095515,0.356378,9.9203,0.065247,-0.024768,-0.648642,0.757887
130.321946,-0.146595,0.082314,0.002162,-0.106674,0.368395,9.948413,0.065042,-0.02404,-0.648639,0.757931
130.33482,-0.202334,0.077748,0.012551,-0.103099,0.390414,9.975474,0.064671,-0.02319,-0.648609,0.758014
130.341964,-0.249102,0.071725,0.014688,-0.096568,0.388698,10.007488,0.064079,-0.022184,-0.64855,0.758146
130.35481,-0.280935,0.058987,0.008586,-0.088308,0.393903,10.028283,0.063292,-0.021056,-0.648473,0.758309
130.362008,-0.305949,0.04258,0.001688,-0.078189,0.394372,10.037297,0.062345,-0.019872,-0.648438,0.75845
130.374721,-0.347286,0.027578,0.001539,-0.062184,0.395252,10.04113,0.061247,-0.018665,-0.648433,0.758575
130.382289,-0.39605,0.019358,0.007503,-0.05179,0.381067,10.034461,0.059951,-0.017383,-0.648418,0.758721
130.3948,-0.431416,0.014933,0.009646,-0.040428,0.365445,10.00883,0.05845,-0.015985,-0.648404,0.758881
130.401962,-0.446875,0.010471,0.002241,-0.024189,0.35213,9.978826,0.056798,-0.014488,-0.648386,0.759052
130.415024,-0.457175,0.005626,-0.003207,-0.014384,0.352571,9.959786,0.055066,-0.012949,-0.648391,0.759203
130.421967,-0.483608,0.001564,-0.004409,-0.010856,0.36124,9.938122,0.053269,-0.01138,-0.648392,0.759356
130.43491,-0.519511,0.001393,-0.006999,-0.001693,0.367239,9.909641,0.051355,-0.009737,-0.648422,0.759484
130.441971,-0.535101,-0.001341,-0.015186,-0.004774,0.36792,9.879462,0.049306,-0.00798,-0.648462,0.759607
130.454813,-0.526302,-0.00803,-0.023035,-0.028462,0.352377,9.852607,0.047188,-0.006179,-0.648504,0.759722
130.461928,-0.519626,-0.012989,-0.01854,-0.039922,0.33239,9.847525,0.045078,-0.004425,-0.648592,0.759787
130.474808,-0.515022,-0.009368,-0.010063,-0.040536,0.321514,9.84079,0.042982,-0.002714,-0.648661,0.759858
130.48191,-0.484608,-0.006221,-0.011606,-0.038802,0.328982,9.825625,0.040906,-0.001017,-0.648696,0.759946
130.494711,-0.435831,-0.008672,-0.021692,-0.043762,0.326288,9.81303,0.038937,0.000594,-0.648732,0.76002
130.501962,-0.406816,-0.013091,-0.028455,-0.049725,0.334848,9.804636,0.037141,0.002045,-0.648799,0.76005
130.516102,-0.398453,-0.015642,-0.03242,-0.056079,0.328791,9.795002,0.035443,0.003384,-0.64889,0.760049
130.521919,-0.381137,-0.020194,-0.037587,-0.047543,0.326058,9.794098,0.033774,0.004679,-0.648971,0.760049
130.535482,-0.357011,-0.026853,-0.038863,-0.033212,0.32462,9.79155,0.032156,0.005901,-0.649093,0.760006
130.541961,-0.351069,-0.030348,-0.027492,-0.023118,0.324681,9.800192,0.030599,0.00703,-0.649218,0.759954
130.554707,-0.355153,-0.031066,-0.01754,-0.016462,0.312061,9.808319,0.029053,0.008128,-0.649281,0.75995
130.561879,-0.336214,-0.04043,-0.020766,-0.019735,0.300361,9.824505,0.027492,0.009229,-0.649328,0.759956
130.5748,-0.30051,-0.057757,-0.03185,-0.033399,0.292183,9.839493,0.025964,0.010242,-0.649386,0.759947
130.581915,-0.282146,-0.075304,-0.034968,-0.044159,0.308368,9.85432,0.024503,0.011089,-0.649484,0.7599
130.594799,-0.278998,-0.090568,-0.035124,-0.036599,0.310972,9.855329,0.023054,0.011812,-0.649595,0.759839
130.601959,-0.257876,-0.106201,-0.037834,-0.028946,0.297532,9.856957,0.021578,0.012457,-0.649711,0.759773
130.615109,-0.217245,-0.124578,-0.039825,-0.036414,0.281692,9.857505,0.020134,0.012971,-0.649838,0.759696
130.621953,-0.187049,-0.137227,-0.030863,-0.042484,0.273929,9.85702,0.018781,0.01329,-0.649957,0.759623
130.634886,-0.162316,-0.140811,-0.019763,-0.043935,0.304043,9.859309,0.017511,0.013457,-0.650061,0.759561
130.641952,-0.120577,-0.146781,-0.022518,-0.047523,0.327286,9.843849,0.016331,0.013514,-0.650128,0.759529
130.654717,-0.076154,-0.155719,-0.032447,-0.047349,0.362748,9.826182,0.015289,0.013412,-0.650201,0.75949
130.661964,-0.059331,-0.165272,-0.033311,-0.054591,0.374609,9.801751,0.014379,0.013138,-0.650314,0.759415
130.674809,-0.061804,-0.173425,-0.028867,-0.054103,0.399217,9.774888,0.013505,0.01277,-0.650433,0.759336
130.681946,-0.046696,-0.185705,-0.027559,-0.066309,0.396496,9.73824,0.012604,0.012355,-0.650537,0.75927
130.694807,-0.026014,-0.204434,-0.024982,-0.075762,0.388202,9.721355,0.011714,0.011833,-0.650638,0.759205
130.701924,-0.020021,-0.220265,-0.015565,-0.073759,0.378483,9.703832,0.01084,0.011179,-0.650726,0.759153
130.715021,-0.010981,-0.228508,-0.011244,-0.078396,0.376087,9.695892,0.009944,0.010444,-0.650781,0.759129
130.721916,0.018658,-0.233698,-0.017818,-0.093516,0.378019,9.694491,0.009056,0.009647,-0.650837,0.759102
130.73471,0.044689,-0.23718,-0.024549,-0.100773,0.371895,9.688563,0.00825,0.008746,-0.6509,0.759068
130.748105,0.040725,-0.233362,-0.020099,-0.106263,0.37227,9.694006,0.00752,0.007761,-0.650986,0.759013
130.754807,0.022642,-0.21862,-0.013336,-0.102594,0.381374,9.714226,0.00679,0.006805,-0.651071,0.758956
130.761881,0.018557,-0.19908,-0.015015,-0.105624,0.384749,9.734591,0.006042,0.005961,-0.651118,0.758929
130.7747,0.031165,-0.177825,-0.022633,-0.106765,0.3805,9.746502,0.005339,0.005205,-0.651168,0.758897
130.781953,0.034055,-0.15851,-0.02414,-0.091256,0.383174,9.764731,0.004746,0.004491,-0.651243,0.758841
130.794807,0.018091,-0.138306,-0.013913,-0.069372,0.385579,9.79775,0.004227,0.00384,-0.651337,0.758767
130.801914,-0.000131,-0.120956,-0.006537,-0.048435,0.380186,9.836681,0.003719,0.003309,-0.651378,0.758737
130.815093,0.0054,-0.107266,-0.009515,-0.032809,0.388153,9.873119,0.003212,0.00289,-0.65139,0.758731
130.821959,0.025821,-0.102366,-0.015264,-0.018247,0.404374,9.897005,0.00277,0.002501,-0.651417,0.75871
130.834891,0.028791,-0.1001,-0.012179,-0.002713,0.402933,9.921856,0.002414,0.002073,-0.651456,0.75868
130.841922,0.017762,-0.095869,-0.006513,0.01426,0.403921,9.936765,0.002079,0.001644,-0.651485,0.758657
130.854805,0.023071,-0.092484,-0.003949,0.012522,0.396533,9.941641,0.001721,0.001261,-0.651493,0.758651
130.862022,0.052737,-0.094443,-0.004761,0.00729,0.406977,9.954915,0.001394,0.000872,-0.651502,0.758645
130.874705,0.077182,-0.094911,0.00213,-0.001808,0.408628,9.95238,0.001168,0.000391,-0.651502,0.758646
130.881946,0.080495,-0.088384,0.015126,-0.017973,0.403706,9.954495,0.001056,-0.000192,-0.651476,0.758668
130.894805,0.079133,-0.083166,0.018662,-0.015147,0.405543,9.960179,0.001007,-0.000794,-0.651422,0.758714
130.901916,0.089702,-0.080256,0.00785,-0.011292,0.41458,9.966191,0.000971,-0.001374,-0.651339,0.758785
130.914982,0.101179,-0.076563,-0.004259,-0.005423,0.420115,9.964658,0.000981,-0.001972,-0.651294,0.758822
130.92196,0.084161,-0.072004,-0.001739,-0.010379,0.408519,9.959718,0.001034,-0.002585,-0.651313,0.758804
130.93472,0.065485,-0.06493,0.010185,-0.013389,0.411096,9.960471,0.001043,-0.003128,-0.651301,0.758812
130.941874,0.072931,-0.059906,0.012266,-0.013646,0.416442,9.978223,0.001009,-0.003592,-0.651249,0.758855
130.954889,0.082747,-0.061671,0.01051,-0.018431,0.419483,9.978391,0.001014,-0.00406,-0.651187,0.758906
130.961943,0.071743,-0.060312,0.011223,-0.025867,0.408686,9.973482,0.001047,-0.004558,-0.651152,0.758933
130.97469,0.051961,-0.056559,0.009105,-0.028609,0.378672,9.984144,0.001047,-0.005021,-0.651092,0.758981
130.981887,0.047314,-0.05301,0.001224,-0.027692,0.343866,9.992128,0.000994,-0.005415,-0.651041,0.759022
130.994815,0.068911,-0.051802,-0.005862,-0.027506,0.321249,9.986537,0.000944,-0.005791,-0.651038,0.759022
131.001908,0.083672,-0.04524,0.000184,-0.036823,0.302213,9.985983,0.000979,-0.006228,-0.651037,0.75902
131.014998,0.081438,-0.029707,0.012632,-0.047573,0.284709,9.978223,0.001094,-0.006691,-0.651015,0.759035
131.021953,0.07554,-0.013728,0.017347,-0.046302,0.273033,9.966965,0.001255,-0.007093,-0.650949,0.759087
131.034887,0.078223,-0.005497,0.005884,-0.037543,0.271337,9.950981,0.001444,-0.007418,-0.65088,0.759143
131.041882,0.086155,-0.000409,-0.01072,-0.031381,0.277086,9.930049,0.00167,-0.007715,-0.65084,0.759174
131.054894,0.076206,0.0053,-0.011422,-0.017601,0.286554,9.907217,0.001932,-0.008005,-0.650857,0.759155
131.061972,0.049435,0.020515,0.003395,-0.0092,0.301139,9.874771,0.002169,-0.008233,-0.650897,0.759119
131.074698,0.029589,0.046565,0.015558,0.004121,0.32851,9.834443,0.002357,-0.008315,-0.650868,0.759142
131.083744,0.035373,0.068543,0.012141,0.01175,0.35545,9.797678,0.002589,-0.008253,-0.650796,0.759203
131.094816,0.045674,0.087923,-0.001306,0.012777,0.372368,9.758837,0.002943,-0.008133,-0.650736,0.759255
131.101965,0.03816,0.101357,-0.004736,0.015712,0.388263,9.707035,0.003397,-0.007975,-0.650718,0.75927
131.114983,0.022958,0.112318,0.000452,0.010348,0.390084,9.644686,0.003877,-0.00775,-0.650713,0.759274
131.121964,0.036687,0.120052,0.002705,-0.001014,0.38732,9.582337,0.004354,-0.007453,-0.650691,0.759294
131.1348,0.053889,0.118817,-0.000933,0.010649,0.389563,9.513076,0.004907,-0.007172,-0.650673,0.759308
131.141882,0.046538,0.114139,-0.005165,-0.005905,0.377744,9.448212,0.005518,-0.006943,-0.650654,0.759323
131.154694,0.045343,0.105265,-0.00797,-0.024837,0.355987,9.399411,0.006088,-0.00671,-0.650651,0.759323
131.161922,0.059655,0.093572,-0.00349,-0.036219,0.33444,9.343374,0.006612,-0.006495,-0.650678,0.759298
131.174653,0.055293,0.091182,0.009188,-0.041749,0.316581,9.301727,0.007131,-0.006344,-0.650667,0.759303
131.181892,0.034313,0.095253,0.011503,-0.041259,0.308769,9.278071,0.007613,-0.00618,-0.650614,0.759345
131.194635,0.018872,0.098774,0.002085,-0.02959,0.311013,9.26776,0.008033,-0.005939,-0.650553,0.759395
131.201889,0.005666,0.106679,0.003928,-0.014234,0.30801,9.26385,0.008415,-0.005642,-0.650534,0.75941
131.214981,-0.008325,0.121137,0.016239,-0.008758,0.296086,9.257239,0.008786,-0.005284,-0.650494,0.759442
131.221965,-0.006542,0.132317,0.016074,-0.00437,0.281662,9.260691,0.009165,-0.004844,-0.650413,0.75951
131.234803,0.007338,0.136095,0.004388,-0.008297,0.269415,9.261086,0.009593,-0.004375,-0.650351,0.759561
131.241887,0.004844,0.131836,0.002464,-0.009143,0.248322,9.261619,0.010077,-0.00393,-0.650308,0.759594
131.254652,-0.007691,0.125196,0.011638,-0.020294,0.242224,9.268731,0.010533,-0.003485,-0.650273,0.75962
131.261876,-0.001056,0.120458,0.018801,-0.033396,0.265663,9.289052,0.010917,-0.003018,-0.650224,0.759658
131.27481,0.012412,0.113275,0.018425,-0.046633,0.298119,9.326475,0.011297,-0.002581,-0.650133,0.759732
131.282423,0.000622,0.107246,0.016232,-0.064192,0.319422,9.381017,0.011692,-0.0022,-0.650042,0.759805
131.294805,-0.026522,0.107344,0.012457,-0.064023,0.311607,9.432218,0.012058,-0.001795,-0.649959,0.759872
131.301921,-0.035975,0.111908,0.008472,-0.051461,0.316445,9.47123,0.012338,-0.001316,-0.649901,0.759918
131.315064,-0.023954,0.118162,0.008977,-0.04277,0.32836,9.492371,0.01261,-0.000805,-0.649843,0.759963
131.321884,-0.017919,0.127756,0.018062,-0.040196,0.340683,9.505373,0.012951,-0.000314,-0.64978,0.760012
131.334688,-0.018103,0.142422,0.021729,-0.042576,0.338362,9.514657,0.013355,0.000188,-0.649689,0.760083
131.34194,-0.005503,0.155051,0.008759,-0.031405,0.331407,9.527796,0.013808,0.000742,-0.649584,0.760164
131.354685,0.011003,0.161523,-0.003723,-0.017352,0.324596,9.545168,0.01434,0.001313,-0.649522,0.760207
131.361887,0.012014,0.164423,-0.002287,0.01077,0.330823,9.565844,0.014939,0.001872,-0.649504,0.760209
131.374717,0.010118,0.169945,0.005776,0.03402,0.339524,9.577503,0.015548,0.002449,-0.649496,0.760202
131.381947,0.024598,0.171469,0.005639,0.043596,0.336765,9.578909,0.016165,0.003052,-0.649447,0.760229
131.394809,0.033504,0.165522,0.001158,0.036833,0.341069,9.57213,0.016832,0.003619,-0.649397,0.760255
131.401878,0.02107,0.157155,-0.002085,0.033745,0.350179,9.573565,0.017512,0.004138,-0.649371,0.760259
131.415083,0.00989,0.148484,-0.004704,0.028188,0.352134,9.574837,0.018128,0.004655,-0.649348,0.760261
131.421956,0.01297,0.136756,-0.005353,0.022452,0.346917,9.576566,0.018684,0.005163,-0.649332,0.760258
131.43481,0.009311,0.126501,0.003131,0.0174,0.345501,9.576582,0.019217,0.005613,-0.649318,0.760253
131.441971,0.000762,0.123496,0.017161,0.022039,0.351889,9.564831,0.019711,0.006034,-0.649272,0.760277
131.454706,0.010076,0.118887,0.015929,0.024269,0.354166,9.547586,0.020164,0.006465,-0.64918,0.76034
131.461945,0.029377,0.112391,0.002153,0.018646,0.340904,9.520898,0.020629,0.006858,-0.649094,0.760397
131.474705,0.029464,0.106622,-0.003035,0.008215,0.319712,9.501299,0.021131,0.00718,-0.64905,0.760418
131.481996,0.022635,0.099048,-0.001811,-0.009232,0.291126,9.488648,0.021606,0.007489,-0.649035,0.760415
131.494686,0.037501,0.087865,-0.001607,-0.002884,0.288439,9.472914,0.022033,0.007796,-0.649018,0.760414
131.501882,0.051471,0.070387,0.002709,-0.001969,0.289478,9.452816,0.022474,0.008015,-0.648999,0.760415
131.514991,0.036959,0.059074,0.007079,-0.022648,0.295186,9.441775,0.022909,0.008128,-0.648967,0.760428
131.521884,0.021234,0.050922,0.003993,-0.048364,0.291899,9.438216,0.023269,0.008228,-0.64892,0.760456
131.534699,0.021524,0.041287,-0.001378,-0.05653,0.282164,9.425729,0.023555,0.008331,-0.648888,0.760473
131.541887,0.014314,0.036296,0.001478,-0.053487,0.269242,9.408923,0.023813,0.008396,-0.648868,0.760482
131.554807,0.00299,0.04193,0.007749,-0.043591,0.260285,9.402207,0.024037,0.008462,-0.648839,0.760499
131.561963,0.010931,0.048441,0.005131,-0.034641,0.260422,9.390948,0.024237,0.00858,-0.648788,0.760535
131.574729,0.026797,0.052784,0.000939,-0.019731,0.263549,9.381998,0.024476,0.00871,-0.648757,0.760552
131.581909,0.024351,0.057279,0.003055,-0.002949,0.255613,9.379818,0.024773,0.008825,-0.648729,0.760565
131.59471,0.026538,0.061933,0.005761,0.017862,0.261152,9.389394,0.025074,0.008968,-0.648694,0.760583
131.601883,0.040127,0.060499,0.002628,0.043372,0.276129,9.417526,0.025391,0.009125,-0.648661,0.760599
131.614977,0.025861,0.057158,0.008504,0.062064,0.287263,9.449411,0.025743,0.009245,-0.648626,0.760616
131.621965,0.002738,0.054745,0.018923,0.067548,0.286693,9.477565,0.026041,0.00939,-0.648569,0.760653
131.634882,0.007915,0.04856,0.024089,0.070162,0.313039,9.515836,0.026255,0.009582,-0.648473,0.760724
131.641888,0.024241,0.034644,0.025337,0.070997,0.333414,9.551792,0.026471,0.009725,-0.648362,0.76081
131.654712,0.02552,0.013821,0.026896,0.063072,0.336098,9.585104,0.026704,0.009762,-0.648243,0.760902
131.661882,0.013917,-0.010236,0.024589,0.053174,0.353615,9.621412,0.026881,0.009713,-0.648123,0.761
131.674686,0.011384,-0.03818,0.017737,0.051012,0.35488,9.669018,0.02694,0.009604,-0.648018,0.761088
131.681881,0.018406,-0.06461,0.018077,0.040372,0.345348,9.713103,0.026886,0.009402,-0.647937,0.761161
131.694811,0.003188,-0.08649,0.029098,0.033061,0.338194,9.737654,0.026745,0.009089,-0.647859,0.761237
131.701949,-0.023686,-0.097613,0.044713,0.030401,0.320913,9.750121,0.026473,0.008749,-0.647737,0.761354
131.714976,-0.034327,-0.106097,0.049525,0.023762,0.315404,9.75445,0.026062,0.00845,-0.647566,0.761517
131.72189,-0.026645,-0.117439,0.044791,0.02662,0.30095,9.751944,0.025583,0.008149,-0.647377,0.761697
131.734835,-0.032139,-0.127292,0.043866,0.020572,0.277982,9.75353,0.025093,0.007784,-0.647203,0.761865
131.741933,-0.048504,-0.129711,0.047549,0.007937,0.269526,9.748114,0.02456,0.007394,-0.647025,0.762037
131.754681,-0.046917,-0.132421,0.047602,-0.009113,0.280129,9.749192,0.023971,0.007029,-0.646841,0.762215
131.761923,-0.026186,-0.142185,0.047386,-0.02506,0.293125,9.753784,0.023387,0.006637,-0.646656,0.762394
131.774665,-0.018059,-0.156473,0.051319,-0.042641,0.308139,9.75669,0.022851,0.006142,-0.646467,0.762575
131.781875,-0.036198,-0.166742,0.052798,-0.042086,0.327009,9.753617,0.022302,0.005567,-0.646271,0.762762
131.794748,-0.043378,-0.17704,0.049487,-0.035854,0.35276,9.748896,0.021661,0.005001,-0.64607,0.762954
131.801909,-0.027882,-0.192512,0.046438,-0.020932,0.382975,9.753498,0.020955,0.004421,-0.645883,0.763136
131.815008,-0.015533,-0.202632,0.052456,0.00468,0.401875,9.765043,0.020244,0.003751,-0.645706,0.763308
131.821958,-0.015304,-0.200131,0.060787,0.016321,0.405805,9.784645,0.019538,0.003017,-0.64551,0.763496
131.834949,-0.008615,-0.196411,0.052894,-0.006532,0.408971,9.795259,0.018836,0.002288,-0.645286,0.763705
131.841885,0.006109,-0.189668,0.036776,-0.028463,0.403666,9.778393,0.018172,0.001556,-0.645096,0.763884
131.854668,0.000678,-0.181823,0.033031,-0.024894,0.379495,9.758119,0.017578,0.000806,-0.644952,0.76402
131.861914,-0.016778,-0.169879,0.041644,-0.022155,0.35327,9.739408,0.016998,9.6e-05,-0.644821,0.764144
131.874694,-0.026831,-0.161116,0.042,-0.032636,0.323802,9.723407,0.0164,-0.000527,-0.644668,0.764286
131.882348,-0.021687,-0.160164,0.032944,-0.055805,0.314805,9.725672,0.015787,-0.001104,-0.644505,0.764436
131.894871,-0.025748,-0.160315,0.032547,-0.072689,0.322116,9.726221,0.015179,-0.001696,-0.644372,0.76456
131.901963,-0.042471,-0.151272,0.040611,-0.083943,0.337566,9.726484,0.014555,-0.002269,-0.64424,0.764681
131.917061,-0.047225,-0.136746,0.043255,-0.082046,0.35037,9.741115,0.013898,-0.002753,-0.644089,0.76482
131.921894,-0.040796,-0.124567,0.026832,-0.080679,0.373561,9.771246,0.013259,-0.003158,-0.643923,0.764969
131.934699,-0.037884,-0.111702,0.005591,-0.072727,0.401541,9.801105,0.012674,-0.003526,-0.643814,0.765069
131.941885,-0.058901,-0.097057,-0.006967,-0.070038,0.420417,9.831992,0.012136,-0.003847,-0.643784,0.765101
131.954666,-0.080272,-0.079482,-0.012091,-0.08752,0.428412,9.849684,0.011578,-0.004055,-0.643799,0.765097
131.961909,-0.077113,-0.061356,-0.019637,-0.116818,0.42447,9.851523,0.011009,-0.004143,-0.643834,0.765074
131.976103,-0.055213,-0.047526,-0.032954,-0.142126,0.41412,9.836829,0.010517,-0.004181,-0.643898,0.765027
131.981887,-0.04777,-0.030032,-0.039498,-0.156791,0.406524,9.807576,0.010153,-0.004234,-0.644007,0.764941
131.99468,-0.050823,-0.00586,-0.043006,-0.155094,0.403035,9.766215,0.009877,-0.004245,-0.644142,0.76483
132.001953,-0.036637,0.014944,-0.052661,-0.153715,0.395008,9.721776,0.009669,-0.004158,-0.644292,0.764707
132.015027,-0.009398,0.030032,-0.068064,-0.154656,0.397802,9.683073,0.009571,-0.004026,-0.644483,0.764548
132.021957,-0.007366,0.042451,-0.077562,-0.146107,0.409028,9.630571,0.009603,-0.003899,-0.644724,0.764345
132.034803,-0.025283,0.056411,-0.084588,-0.139215,0.404641,9.582463,0.009674,-0.003721,-0.645002,0.76411
132.041909,-0.02687,0.067039,-0.094927,-0.130183,0.374665,9.546048,0.009724,-0.003436,-0.645319,0.763844
132.054653,-0.01655,0.071784,-0.099595,-0.122434,0.335325,9.53042,0.009805,-0.003109,-0.645661,0.763555
132.061888,-0.021984,0.080821,-0.094968,-0.119648,0.339324,9.519474,0.009946,-0.002797,-0.646018,0.763252
132.074969,-0.031546,0.089368,-0.094833,-0.121571,0.326488,9.494271,0.010108,-0.00245,-0.646359,0.762962
132.081921,-0.027498,0.09107,-0.108467,-0.116186,0.303793,9.480778,0.010272,-0.002057,-0.646712,0.762662
132.094805,-0.025947,0.08551,-0.120178,-0.10885,0.310947,9.482917,0.010453,-0.001673,-0.647101,0.762331
132.10189,-0.043984,0.078494,-0.119202,-0.094435,0.336624,9.492734,0.010616,-0.001306,-0.647533,0.761962
132.114981,-0.06089,0.074929,-0.115317,-0.083111,0.353333,9.513555,0.010688,-0.000906,-0.647975,0.761586
132.122175,-0.052839,0.072114,-0.120157,-0.075573,0.351402,9.536485,0.01068,-0.000461,-0.648396,0.761228
132.13468,-0.031122,0.0676,-0.13026,-0.087526,0.334024,9.570521,0.010682,-4.3e-05,-0.648836,0.760854
132.141882,-0.020522,0.064853,-0.132163,-0.077834,0.341049,9.599096,0.01074,0.000301,-0.64931,0.760448
132.154682,-0.021282,0.067341,-0.128117,-0.062656,0.340039,9.614966,0.010827,0.000606,-0.6498,0.760028
132.16188,-0.012848,0.070327,-0.130217,-0.049146,0.338733,9.623039,0.010925,0.000915,-0.65027,0.759624
132.174803,0.003568,0.075769,-0.138384,-0.047305,0.308801,9.616623,0.011071,0.001205,-0.650747,0.759213
132.181877,0.001989,0.083318,-0.144182,-0.047871,0.320637,9.626143,0.011294,0.001462,-0.65125,0.758778
132.194666,-0.020078,0.097214,-0.139854,-0.051949,0.342565,9.635687,0.011542,0.00175,-0.651773,0.758324
132.201877,-0.041276,0.109774,-0.134617,-0.073268,0.33863,9.645387,0.011759,0.00215,-0.652281,0.757883
132.215021,-0.041207,0.117169,-0.131956,-0.080984,0.364186,9.673278,0.011941,0.00266,-0.652779,0.75745
132.221991,-0.018187,0.116374,-0.135473,-0.095284,0.365965,9.693707,0.012147,0.003196,-0.653256,0.757033
132.234818,0.000932,0.105617,-0.136945,-0.108261,0.35692,9.719595,0.012428,0.003659,-0.653744,0.756605
