timestamp_sec,module_id,range_m,self_range_error
220.590035,102.0,10.944,0.055
220.611063,103.0,5.817,0.055
220.657183,102.0,10.914,0.024
220.678221,103.0,5.845,0.024
220.699244,100.0,13.402,0.055
220.720247,101.0,10.197,0.055
220.741242,102.0,10.847,0.024
220.762249,103.0,5.878,0.024
220.795846,101.0,10.221,0.055
220.816887,102.0,10.784,0.055
220.837926,103.0,5.887,0.055
220.858926,100.0,13.323,0.055
220.879952,101.0,10.241,0.055
220.913839,103.0,5.926,0.055
220.934874,100.0,13.281,0.055
220.955906,101.0,10.257,0.024
220.976933,102.0,10.707,0.055
220.997972,103.0,5.951,0.024
221.018977,100.0,13.252,0.055
221.039981,101.0,10.274,0.055
221.06098,102.0,10.66,0.055
221.081986,103.0,5.96,0.055
221.102983,100.0,13.211,0.024
221.124038,101.0,10.295,0.055
221.145043,102.0,10.582,0.055
221.166044,103.0,6.014,0.024
221.187074,100.0,13.166,0.055
221.208122,101.0,10.313,0.024
221.229138,102.0,10.538,0.055
221.250184,103.0,6.032,0.055
221.271333,100.0,13.116,0.055
221.292363,101.0,10.333,0.055
221.313376,102.0,10.485,0.024
221.334392,103.0,6.076,0.055
221.355425,100.0,13.081,0.055
221.376465,101.0,10.36,0.055
221.397471,102.0,10.422,0.055
221.420108,103.0,6.1,0.055
221.44112,100.0,13.034,0.055
221.462169,101.0,10.377,0.024
221.483198,102.0,10.378,0.055
221.504243,103.0,6.137,0.055
221.525283,100.0,12.993,0.055
221.546337,101.0,10.398,0.024
221.567381,102.0,10.313,0.055
221.588414,103.0,6.178,0.055
221.60957,100.0,12.946,0.055
221.6306,101.0,10.424,0.055
221.651657,102.0,10.259,0.055
221.673743,103.0,6.19,0.055
221.694754,100.0,12.92,0.055
221.715793,101.0,10.437,0.055
221.738422,102.0,10.216,0.055
221.759444,103.0,6.23,0.055
221.780486,100.0,12.883,0.055
221.801498,101.0,10.466,0.024
221.822548,102.0,10.145,0.055
221.843578,103.0,6.259,0.024
221.865652,100.0,12.848,0.024
221.886667,101.0,10.478,0.055
221.907709,102.0,10.087,0.024
221.930617,103.0,6.314,0.055
221.951649,100.0,12.802,0.055
221.972659,101.0,10.514,0.024
221.993672,102.0,10.042,0.055
222.014714,103.0,6.341,0.055
222.035745,100.0,12.74,0.055
222.057527,101.0,10.534,0.024
222.078572,102.0,9.982,0.055
222.099619,103.0,6.387,0.055
222.120658,100.0,12.704,0.055
222.141818,101.0,10.562,0.055
222.162848,102.0,9.928,0.055
222.18519,103.0,6.413,0.055
222.207053,100.0,12.665,0.055
222.228103,101.0,10.597,0.055
222.249666,102.0,9.858,0.055
222.270697,103.0,6.457,0.055
222.29171,100.0,12.622,0.024
222.31311,101.0,10.627,0.024
222.334144,102.0,9.798,0.024
222.355165,103.0,6.483,0.055
222.378216,100.0,12.581,0.055
222.39924,101.0,10.659,0.055
222.420242,102.0,9.742,0.055
222.441622,103.0,6.537,0.055
222.46278,100.0,12.536,0.024
222.483832,101.0,10.684,0.055
222.505948,102.0,9.687,0.024
222.526983,103.0,6.564,0.024
222.548042,100.0,12.495,0.055
222.569558,101.0,10.709,0.055
222.590596,102.0,9.612,0.055
222.611855,103.0,6.609,0.055
222.633363,100.0,12.453,0.024
222.654423,101.0,10.745,0.055
222.675444,102.0,9.549,0.055
222.698339,103.0,6.64,0.055
222.719353,100.0,12.412,0.055
222.740355,101.0,10.789,0.055
222.761905,102.0,9.489,0.055
222.782932,103.0,6.698,0.055
222.803939,100.0,12.371,0.055
222.826273,101.0,10.807,0.055
223.017467,101.0,10.887,0.055
223.038482,102.0,9.298,0.024
223.059496,103.0,6.82,0.055
223.081065,100.0,12.252,0.055
223.102065,101.0,10.915,0.055
223.123081,102.0,9.25,0.055
223.144122,103.0,6.858,0.055
223.165144,100.0,12.234,0.055
223.18617,101.0,10.942,0.055
223.207202,102.0,9.205,0.055
223.228244,103.0,6.909,0.024
223.249286,100.0,12.203,0.055
223.270288,101.0,10.973,0.024
223.291344,102.0,9.16,0.055
223.312387,103.0,6.928,0.055
223.333391,100.0,12.164,0.055
223.354466,101.0,11.005,0.055
223.37547,102.0,9.104,0.055
223.396488,103.0,6.966,0.055
223.417514,100.0,12.15,0.055
223.438538,101.0,11.019,0.055
223.459541,102.0,9.065,0.055
223.480577,103.0,6.997,0.024
223.501629,100.0,12.108,0.024
223.522648,101.0,11.092,0.024
223.543703,102.0,9.006,0.055
223.565041,103.0,7.041,0.055
223.586071,100.0,12.076,0.055
223.61995,102.0,8.962,0.055
223.640982,103.0,7.059,0.055
223.661987,100.0,12.054,0.055
223.682997,101.0,11.115,0.055
223.703998,102.0,8.915,0.024
223.725046,103.0,7.102,0.055
223.74608,100.0,12.056,0.055
223.767129,101.0,11.139,0.024
223.788169,102.0,8.866,0.024
223.809189,103.0,7.138,0.055
223.83023,100.0,11.995,0.055
223.85143,101.0,11.178,0.055
223.87244,102.0,8.817,0.055
223.893474,103.0,7.174,0.055
223.914523,100.0,11.962,0.024
223.935549,101.0,11.203,0.055
223.956605,102.0,8.783,0.024
223.977671,103.0,7.218,0.055
223.998686,100.0,11.933,0.055
224.0197,101.0,11.229,0.055
224.041393,102.0,8.728,0.055
224.062447,103.0,7.258,0.024
224.08349,100.0,11.909,0.055
224.104496,101.0,11.262,0.024
224.125516,102.0,8.685,0.055
224.146563,103.0,7.291,0.055
224.167593,100.0,11.878,0.055
224.18862,101.0,11.304,0.055
224.209664,102.0,8.645,0.024
224.230697,103.0,7.335,0.055
224.264317,101.0,11.314,0.055
224.310572,103.0,7.377,0.055
224.331787,100.0,11.842,0.024
224.352823,101.0,11.334,0.024
224.373872,102.0,8.566,0.055
224.394877,103.0,7.407,0.055
224.415898,100.0,11.813,0.055
224.436929,101.0,11.399,0.055
224.458035,102.0,8.52,0.055
224.479648,103.0,7.438,0.055
224.500683,100.0,11.786,0.055
224.521693,101.0,11.43,0.055
224.557237,103.0,7.485,0.055
224.578267,100.0,11.763,0.055
224.599291,101.0,11.443,0.024
224.620342,102.0,8.436,0.024
224.641386,103.0,7.52,0.055
224.662387,100.0,11.742,0.055
224.683426,101.0,11.463,0.055
224.704446,102.0,8.405,0.055
224.72549,103.0,7.568,0.055
224.747476,100.0,11.71,0.055
224.76852,101.0,11.493,0.055
224.78955,102.0,8.354,0.024
224.810696,103.0,7.609,0.055
224.831713,100.0,11.677,0.024
224.852731,101.0,11.544,0.055
224.886629,103.0,7.637,0.055
224.907651,100.0,11.661,0.055
224.929057,101.0,11.564,0.024
224.950075,102.0,8.269,0.055
224.971425,103.0,7.677,0.024
224.992617,100.0,11.627,0.055
225.01365,101.0,11.589,0.055
225.034676,102.0,8.207,0.055
225.055693,103.0,7.728,0.055
225.076716,100.0,11.601,0.055
225.242336,102.0,8.124,0.055
225.263392,103.0,7.819,0.055
225.284935,100.0,11.538,0.055
225.305958,101.0,11.692,0.024
225.326967,102.0,8.082,0.055
225.348033,103.0,7.86,0.055
225.369053,100.0,11.519,0.055
225.390082,101.0,11.721,0.055
225.411134,102.0,8.04,0.055
225.432145,103.0,7.905,0.055
225.454735,100.0,11.489,0.055
225.475769,101.0,11.755,0.055
225.496802,102.0,7.988,0.055
225.517829,103.0,7.95,0.055
225.538879,100.0,11.451,0.055
225.559895,101.0,11.783,0.024
225.580925,102.0,7.951,0.024
225.601977,103.0,7.995,0.055
225.622992,100.0,11.431,0.055
225.64402,101.0,11.797,0.055
225.665019,102.0,7.917,0.055
225.686043,103.0,8.022,0.055
225.707108,100.0,11.409,0.024
225.728137,101.0,11.837,0.055
225.7492,102.0,7.887,0.055
225.770261,103.0,8.067,0.024
225.816394,102.0,7.849,0.024
225.837423,103.0,8.107,0.055
225.858491,100.0,11.376,0.055
225.879549,101.0,11.879,0.055
225.900596,102.0,7.804,0.055
226.066288,100.0,11.321,0.055
226.087288,101.0,11.956,0.055
226.108316,102.0,7.712,0.055
226.129364,103.0,8.238,0.055
226.150393,100.0,11.272,0.055
226.171411,101.0,11.993,0.055
226.218731,100.0,11.266,0.024
226.239737,101.0,12.021,0.024
226.260785,102.0,7.634,0.055
226.281887,103.0,8.323,0.055
226.315503,101.0,12.041,0.024
226.336516,102.0,7.605,0.024
226.357546,103.0,8.346,0.055
226.403795,101.0,12.08,0.055
226.424832,102.0,7.559,0.055
226.445876,103.0,8.39,0.055
226.466918,100.0,11.176,0.024
226.487923,101.0,12.107,0.024
226.508938,102.0,7.514,0.055
226.530017,103.0,8.449,0.055
226.551355,100.0,11.166,0.055
226.5725,101.0,12.144,0.055
226.593522,102.0,7.474,0.055
226.614581,103.0,8.496,0.055
226.635653,100.0,11.123,0.055
226.656687,101.0,12.169,0.055
226.677714,102.0,7.418,0.024
226.698757,103.0,8.542,0.055
226.719792,100.0,11.112,0.055
226.740818,101.0,12.207,0.024
226.761855,102.0,7.382,0.055
226.782906,103.0,8.571,0.024
226.803916,100.0,11.093,0.055
226.825319,101.0,12.24,0.055
226.846375,102.0,7.343,0.055
226.867392,103.0,8.619,0.024
226.90687,101.0,12.273,0.055
226.927883,102.0,7.302,0.055
226.948953,103.0,8.666,0.055
226.970017,100.0,11.031,0.055
226.991033,101.0,12.307,0.024
227.012062,102.0,7.261,0.055
227.033124,103.0,8.72,0.024
227.054145,100.0,11.003,0.055
227.075167,101.0,12.333,0.024
227.096201,102.0,7.215,0.055
227.117251,103.0,8.758,0.055
227.138319,100.0,10.974,0.024
227.159345,101.0,12.375,0.024
227.18037,102.0,7.161,0.055
227.201401,103.0,8.797,0.055
227.222405,100.0,10.939,0.055
227.243426,101.0,12.409,0.024
227.26444,102.0,7.122,0.055
227.285476,103.0,8.849,0.055
227.306527,100.0,10.922,0.024
227.327545,101.0,12.443,0.024
227.385018,101.0,12.467,0.024
227.406047,102.0,7.041,0.055
227.427089,103.0,8.932,0.055
227.448112,100.0,10.867,0.055
227.469142,101.0,12.492,0.055
227.490164,102.0,6.998,0.055
227.511221,103.0,8.972,0.055
227.532245,100.0,10.854,0.055
227.55328,101.0,12.535,0.024
227.574335,102.0,6.966,0.024
227.595395,103.0,9.01,0.055
227.61642,100.0,10.82,0.024
227.637439,101.0,12.579,0.055
227.658545,102.0,6.917,0.024
227.679566,103.0,9.048,0.024
227.70057,100.0,10.801,0.055
227.722285,101.0,12.612,0.055
227.743314,102.0,6.856,0.055
227.764372,103.0,9.099,0.055
227.785405,100.0,10.789,0.055
227.806468,101.0,12.646,0.055
227.827482,102.0,6.84,0.055
227.872816,101.0,12.663,0.055
227.89382,102.0,6.804,0.055
227.914828,103.0,9.169,0.055
227.94842,101.0,12.692,0.055
227.96944,102.0,6.748,0.055
227.990465,103.0,9.205,0.055
228.011519,100.0,10.732,0.055
228.032538,101.0,12.735,0.055
228.053549,102.0,6.719,0.055
228.074587,103.0,9.243,0.055
228.095615,100.0,10.707,0.055
228.116663,101.0,12.775,0.024
228.138498,102.0,6.672,0.024
228.159517,103.0,9.305,0.055
228.180513,100.0,10.693,0.055
228.201544,101.0,12.812,0.024
228.22259,102.0,6.611,0.055
228.243622,103.0,9.335,0.055
228.265243,100.0,10.678,0.055
228.286287,101.0,12.857,0.055
228.307328,102.0,6.578,0.024
228.329243,103.0,9.368,0.055
228.350272,100.0,10.655,0.055
228.371389,101.0,12.886,0.055
228.392393,102.0,6.534,0.024
228.438633,100.0,10.638,0.055
228.459641,101.0,12.917,0.024
228.480676,102.0,6.5,0.055
228.5017,103.0,9.43,0.024
228.522837,100.0,10.64,0.055
228.543878,101.0,12.946,0.024
228.564917,102.0,6.485,0.055
228.586945,103.0,9.464,0.055
228.60797,100.0,10.636,0.055
228.628989,101.0,12.975,0.024
228.650029,102.0,6.445,0.055
228.671152,103.0,9.494,0.055
228.69217,100.0,10.63,0.055
228.714175,101.0,13.006,0.055
228.735221,102.0,6.409,0.055
228.756249,103.0,9.513,0.055
228.777274,100.0,10.616,0.055
228.798281,101.0,13.045,0.055
228.819293,102.0,6.372,0.055
228.841399,103.0,9.56,0.055
228.875015,101.0,13.073,0.055
228.896054,102.0,6.342,0.055
228.917114,103.0,9.591,0.055
228.938627,100.0,10.609,0.055
228.959656,101.0,13.116,0.024
228.980666,102.0,6.294,0.055
229.001713,103.0,9.646,0.055
229.022744,100.0,10.596,0.055
229.043744,101.0,13.158,0.024
229.065333,102.0,6.257,0.024
229.086362,103.0,9.689,0.024
229.107395,100.0,10.58,0.055
229.129201,101.0,13.212,0.055
229.150239,102.0,6.204,0.055
229.171311,103.0,9.746,0.055
229.193695,100.0,10.563,0.055
229.214838,101.0,13.257,0.055
229.235927,102.0,6.179,0.055
229.256953,103.0,9.804,0.024
229.277986,100.0,10.546,0.055
229.299008,101.0,13.305,0.024
229.33219,103.0,9.846,0.024
229.354055,100.0,10.549,0.024
229.375063,101.0,13.34,0.055
229.396077,102.0,6.074,0.055
229.429292,100.0,10.518,0.024
229.45033,101.0,13.388,0.055
229.471382,102.0,6.038,0.055
229.492389,103.0,9.948,0.055
229.514556,100.0,10.513,0.024
229.535574,101.0,13.449,0.024
229.556648,102.0,5.99,0.055
229.577804,103.0,10.007,0.024
229.598815,100.0,10.495,0.055
229.619857,101.0,13.509,0.055
229.640899,102.0,5.925,0.055
229.661912,103.0,10.076,0.055
229.682933,100.0,10.482,0.055
229.704664,101.0,13.56,0.024
229.725705,102.0,5.87,0.055
229.746786,103.0,10.154,0.055
229.767805,100.0,10.45,0.055
229.802395,102.0,5.813,0.024
229.823406,103.0,10.206,0.055
229.844413,100.0,10.441,0.055
229.866229,101.0,13.69,0.055
229.887276,102.0,5.746,0.055
229.908297,103.0,10.288,0.055
229.92945,100.0,10.424,0.055
229.950488,101.0,13.758,0.055
229.97151,102.0,5.706,0.055
229.99252,103.0,10.373,0.055
230.013542,100.0,10.405,0.055
230.034564,101.0,13.833,0.055
230.055597,102.0,5.63,0.024
230.076629,103.0,10.449,0.055
230.097662,100.0,10.386,0.024
230.118662,101.0,13.906,0.055
230.139663,102.0,5.586,0.055
230.160667,103.0,10.512,0.024
230.181692,100.0,10.379,0.024
230.202708,101.0,13.973,0.055
230.223693,102.0,5.521,0.055
230.244715,103.0,10.594,0.055
230.265756,100.0,10.363,0.024
230.286789,101.0,14.023,0.055
230.307818,102.0,5.49,0.055
230.328844,103.0,10.666,0.055
230.349875,100.0,10.364,0.055
230.370876,101.0,14.104,0.055
230.391913,102.0,5.449,0.055
230.412917,103.0,10.73,0.055
230.433956,100.0,10.348,0.055
230.454983,101.0,14.148,0.055
230.47601,102.0,5.404,0.055
230.497058,103.0,10.784,0.055
230.518124,100.0,10.349,0.055
230.539153,101.0,14.207,0.055
230.560201,102.0,5.37,0.055
230.581247,103.0,10.817,0.024
230.602292,100.0,10.348,0.055
230.623304,101.0,14.24,0.024
230.644338,102.0,5.331,0.055
230.677528,100.0,10.356,0.055
230.698534,101.0,14.287,0.024
230.719542,102.0,5.304,0.055
230.740539,103.0,10.904,0.055
230.761551,100.0,10.364,0.055
230.782577,101.0,14.319,0.055
230.803622,102.0,5.279,0.024
230.825401,103.0,10.897,0.055
230.846438,100.0,10.369,0.055
230.867469,101.0,14.343,0.055
230.888517,102.0,5.245,0.055
230.909543,103.0,10.938,0.055
230.930568,100.0,10.384,0.055
230.951615,101.0,14.371,0.024
230.972616,102.0,5.226,0.024
230.993672,103.0,10.939,0.055
231.01471,100.0,10.399,0.055
231.035749,101.0,14.402,0.055
231.056789,102.0,5.218,0.055
231.077801,103.0,10.946,0.055
231.098823,100.0,10.425,0.055
231.119872,101.0,14.438,0.055
231.140917,102.0,5.192,0.055
231.161948,103.0,10.945,0.055
231.184053,100.0,10.434,0.055
231.205127,101.0,14.442,0.024
231.226153,102.0,5.187,0.024
231.247191,103.0,10.959,0.055
231.26822,100.0,10.459,0.055
231.289249,101.0,14.467,0.055
231.322414,103.0,10.971,0.055
231.34343,100.0,10.478,0.055
231.364442,101.0,14.489,0.055
231.385467,102.0,5.159,0.055
231.406527,103.0,10.96,0.055
231.427544,100.0,10.493,0.055
231.448592,101.0,14.507,0.055
231.46962,102.0,5.149,0.024
231.490621,103.0,10.953,0.055
231.511631,100.0,10.506,0.055
231.532621,101.0,14.528,0.055
231.553693,102.0,5.136,0.055
231.574744,103.0,10.973,0.055
231.595803,100.0,10.52,0.024
231.616834,101.0,14.529,0.024
231.637884,102.0,5.119,0.024
231.658991,103.0,10.971,0.055
231.680017,100.0,10.536,0.055
231.701039,101.0,14.539,0.055
231.72207,102.0,5.117,0.055
231.743098,103.0,10.96,0.055
231.764117,100.0,10.545,0.055
231.785148,101.0,14.563,0.024
231.806168,102.0,5.11,0.055
231.827199,103.0,10.965,0.055
231.849618,100.0,10.546,0.024
231.870661,101.0,14.565,0.055
231.891718,102.0,5.099,0.055
231.912753,103.0,10.977,0.024
231.933787,100.0,10.556,0.055
231.954797,101.0,14.571,0.055
231.977476,102.0,5.094,0.055
231.998481,103.0,10.979,0.055
232.019488,100.0,10.551,0.055
232.041601,101.0,14.579,0.055
232.062648,102.0,5.11,0.055
232.083661,103.0,10.983,0.055
232.105466,100.0,10.548,0.055
232.126494,101.0,14.561,0.024
232.14761,102.0,5.113,0.055
232.169596,103.0,10.991,0.055
232.190627,100.0,10.54,0.055
232.211657,101.0,14.571,0.055
232.233193,102.0,5.116,0.024
232.254215,103.0,10.989,0.055
232.275254,100.0,10.516,0.055
232.29732,101.0,14.546,0.024
232.318339,102.0,5.131,0.055
232.339362,103.0,10.995,0.055
232.360388,100.0,10.51,0.055
232.381405,101.0,14.533,0.055
232.402415,102.0,5.152,0.055
232.42471,103.0,11.01,0.055
232.445771,100.0,10.482,0.055
232.466821,101.0,14.518,0.055
232.488788,102.0,5.172,0.055
232.509826,103.0,11.015,0.055
232.531397,100.0,10.453,0.055
232.553477,101.0,14.496,0.055
232.57452,102.0,5.191,0.055
232.595549,103.0,11.026,0.055
232.616576,100.0,10.43,0.055
232.637621,101.0,14.474,0.055
232.658683,102.0,5.225,0.024
232.6801,103.0,11.031,0.055
232.726215,102.0,5.236,0.055
232.747294,103.0,11.028,0.024
232.76831,100.0,10.374,0.055
232.78931,101.0,14.43,0.055
232.810348,102.0,5.269,0.055
232.843542,100.0,10.334,0.055
232.864533,101.0,14.399,0.055
232.885542,102.0,5.286,0.055
232.906544,103.0,11.051,0.055
232.927572,100.0,10.297,0.055
232.948649,101.0,14.339,0.024
232.969993,102.0,5.326,0.055
232.991014,103.0,11.058,0.055
233.01203,100.0,10.254,0.055
233.033054,101.0,14.319,0.055
233.054085,102.0,5.357,0.055
233.07513,103.0,11.059,0.024
233.096144,100.0,10.212,0.055
233.117212,101.0,14.287,0.024
233.138387,102.0,5.394,0.055
233.159394,103.0,11.082,0.055
233.180408,100.0,10.171,0.055
233.201421,101.0,14.243,0.055
233.222441,102.0,5.437,0.055
233.24347,103.0,11.076,0.055
233.264494,100.0,10.124,0.055
233.310743,102.0,5.472,0.055
233.331754,103.0,11.095,0.024
233.353029,100.0,10.076,0.055
233.374065,101.0,14.166,0.055
233.395104,102.0,5.534,0.024
233.416141,103.0,11.122,0.055
233.437247,100.0,10.031,0.055
233.458298,101.0,14.102,0.055
233.479331,102.0,5.574,0.055
233.500349,103.0,11.131,0.055
233.521391,100.0,9.957,0.055
233.542427,101.0,14.058,0.055
233.563515,102.0,5.637,0.055
233.584504,103.0,11.148,0.055
233.605521,100.0,9.895,0.055
233.626544,101.0,13.99,0.055
233.647572,102.0,5.704,0.024
233.668612,103.0,11.171,0.055
233.689627,100.0,9.815,0.055
233.855849,102.0,5.855,0.055
233.876911,103.0,11.225,0.055
233.89834,100.0,9.64,0.055
233.919357,101.0,13.804,0.055
233.940381,102.0,5.92,0.024
233.961733,103.0,11.247,0.055
233.982787,100.0,9.554,0.055
234.003823,101.0,13.724,0.055
234.025266,102.0,6.0,0.024
234.0464,103.0,11.237,0.055
234.067448,100.0,9.488,0.055
234.090146,101.0,13.664,0.055
234.111417,102.0,6.06,0.055
234.132403,103.0,11.31,0.055
234.15342,100.0,9.423,0.055
234.174435,101.0,13.609,0.055
234.195439,102.0,6.137,0.055
234.228648,100.0,9.337,0.024
234.249715,101.0,13.539,0.024
234.270736,102.0,6.208,0.055
234.291755,103.0,11.356,0.055
234.312785,100.0,9.263,0.055
234.333817,101.0,13.479,0.055
234.354852,102.0,6.28,0.055
234.377265,103.0,11.382,0.055
234.398283,100.0,9.172,0.055
234.419299,101.0,13.398,0.055
234.440337,102.0,6.357,0.055
234.461365,103.0,11.418,0.055
234.48239,100.0,9.112,0.055
234.504826,101.0,13.351,0.024
234.525899,102.0,6.44,0.024
234.546995,103.0,11.449,0.055
234.569495,100.0,9.006,0.055
234.590516,101.0,13.286,0.055
234.611536,102.0,6.528,0.055
234.657645,101.0,13.233,0.055
234.678662,102.0,6.601,0.055
234.699693,103.0,11.525,0.055
234.720715,100.0,8.873,0.055
234.741742,101.0,13.155,0.055
234.762737,102.0,6.681,0.055
234.783785,103.0,11.56,0.055
234.804828,100.0,8.787,0.024
234.825921,101.0,13.089,0.055
234.846933,102.0,6.77,0.055
234.867981,103.0,11.595,0.024
234.889014,100.0,8.691,0.024
234.910049,101.0,13.031,0.024
234.931063,102.0,6.863,0.055
234.952077,103.0,11.63,0.024
234.973114,100.0,8.631,0.055
234.994117,101.0,12.961,0.055
235.015119,102.0,6.947,0.055
235.036123,103.0,11.68,0.055
235.057175,100.0,8.529,0.055
235.103451,102.0,7.03,0.024
235.124466,103.0,11.727,0.055
235.146479,100.0,8.436,0.055
235.16752,101.0,12.828,0.024
235.188566,102.0,7.114,0.055
235.210739,103.0,11.781,0.055
235.231751,100.0,8.344,0.055
235.252789,101.0,12.772,0.024
235.273825,102.0,7.207,0.055
235.294873,103.0,11.822,0.024
235.315923,100.0,8.25,0.024
235.337204,101.0,12.697,0.024
235.358216,102.0,7.291,0.055
235.391389,100.0,8.182,0.024
235.424988,102.0,7.366,0.055
235.446043,103.0,11.916,0.055
235.479665,101.0,12.611,0.055
235.500671,102.0,7.43,0.024
235.521686,103.0,11.973,0.055
235.542714,100.0,8.04,0.024
235.563758,101.0,12.567,0.055
235.584791,102.0,7.541,0.055
235.605817,103.0,12.025,0.055
235.626829,100.0,7.964,0.055
235.64788,101.0,12.508,0.024
235.668915,102.0,7.606,0.055
235.689944,103.0,12.083,0.055
235.71445,100.0,7.857,0.024
235.735488,101.0,12.456,0.024
235.756518,102.0,7.705,0.055
235.815375,101.0,12.403,0.055
235.836807,102.0,7.775,0.055
235.857818,103.0,12.204,0.024
235.878884,100.0,7.7,0.055
235.899915,101.0,12.359,0.024
235.920931,102.0,7.861,0.055
235.941928,103.0,12.272,0.055
235.962953,100.0,7.606,0.055
235.983998,101.0,12.329,0.055
236.005027,102.0,7.937,0.055
236.026068,103.0,12.328,0.055
236.047167,100.0,7.541,0.024
236.068201,101.0,12.275,0.024
236.089246,102.0,8.027,0.055
236.110293,103.0,12.375,0.055
236.275704,101.0,12.185,0.055
236.297343,102.0,8.227,0.055
236.318354,103.0,12.552,0.055
236.483719,101.0,12.081,0.024
236.504744,102.0,8.414,0.055
236.525798,103.0,12.686,0.055
236.546915,100.0,7.069,0.055
236.567996,101.0,12.032,0.055
236.589045,102.0,8.507,0.055
236.610072,103.0,12.749,0.024
236.631082,100.0,6.977,0.055
236.652091,101.0,12.003,0.024
236.817669,103.0,12.909,0.055
236.838679,100.0,6.796,0.055
236.859688,101.0,11.926,0.055
236.880688,102.0,8.798,0.024
236.901723,103.0,12.983,0.024
236.922737,100.0,6.73,0.055
236.943787,101.0,11.901,0.055
236.964825,102.0,8.86,0.055
236.985826,103.0,13.057,0.055
237.006887,100.0,6.655,0.024
237.027919,101.0,11.876,0.024
237.061087,103.0,13.139,0.024
237.082108,100.0,6.585,0.055
237.103112,101.0,11.84,0.024
237.124112,102.0,9.03,0.055
237.14512,103.0,13.199,0.055
237.16617,100.0,6.513,0.024
237.187194,101.0,11.83,0.055
237.208239,102.0,9.101,0.055
237.229256,103.0,13.274,0.024
237.250291,100.0,6.436,0.024
237.271311,101.0,11.813,0.055
237.292348,102.0,9.187,0.055
237.313386,103.0,13.333,0.055
237.334442,100.0,6.369,0.024
237.355469,101.0,11.792,0.024
237.376488,102.0,9.256,0.055
237.397521,103.0,13.414,0.055
237.418564,100.0,6.292,0.055
237.439589,101.0,11.765,0.055
237.460627,102.0,9.345,0.055
237.481811,103.0,13.485,0.024
237.502848,100.0,6.208,0.055
237.523857,101.0,11.762,0.024
237.545267,102.0,9.42,0.055
237.566294,103.0,13.566,0.055
237.587329,100.0,6.145,0.055
237.60837,101.0,11.742,0.055
237.641964,103.0,13.634,0.055
237.662993,100.0,6.075,0.055
237.684049,101.0,11.726,0.024
237.705863,102.0,9.569,0.055
237.739466,100.0,6.007,0.055
237.760465,101.0,11.713,0.024
237.781495,102.0,9.647,0.055
237.802521,103.0,13.765,0.055
237.823543,100.0,5.945,0.055
237.844566,101.0,11.698,0.055
237.865601,102.0,9.731,0.055
237.886642,103.0,13.855,0.024
237.907687,100.0,5.883,0.055
237.929192,101.0,11.694,0.055
237.950249,102.0,9.808,0.055
237.971266,103.0,13.932,0.024
237.993803,100.0,5.789,0.055
238.040075,102.0,9.899,0.055
238.085424,101.0,11.676,0.055
238.106462,102.0,9.961,0.024
238.127474,103.0,14.071,0.055
238.148541,100.0,5.675,0.055
238.169573,101.0,11.651,0.055
238.190775,102.0,10.039,0.055
238.211819,103.0,14.157,0.024
238.232822,100.0,5.608,0.024
238.253869,101.0,11.654,0.055
238.274877,102.0,10.118,0.055
238.295896,103.0,14.223,0.024
238.316912,100.0,5.533,0.055
238.337946,101.0,11.634,0.024
238.384077,100.0,5.488,0.055
238.405106,101.0,11.633,0.024
238.426152,102.0,10.264,0.055
238.447176,103.0,14.358,0.055
238.468215,100.0,5.445,0.055
238.489218,101.0,11.622,0.024
238.510252,102.0,10.315,0.055
238.531232,103.0,14.422,0.055
238.552241,100.0,5.38,0.055
238.573284,101.0,11.612,0.055
238.594288,102.0,10.402,0.055
238.615325,103.0,14.499,0.055
238.636392,100.0,5.311,0.055
238.657426,101.0,11.616,0.055
238.678442,102.0,10.463,0.055
238.699477,103.0,14.558,0.055
238.720519,100.0,5.257,0.055
238.74155,101.0,11.607,0.055
238.762575,102.0,10.518,0.055
238.783621,103.0,14.639,0.055
238.804664,100.0,5.189,0.055
238.825705,101.0,11.617,0.055
238.846739,102.0,10.602,0.055
238.867799,103.0,14.704,0.055
238.890427,100.0,5.131,0.024
238.911456,101.0,11.613,0.024
238.932461,102.0,10.656,0.055
238.954244,103.0,14.774,0.055
238.975279,100.0,5.059,0.024
238.996339,101.0,11.611,0.055
239.017641,102.0,10.733,0.024
239.038805,103.0,14.846,0.055
239.059816,100.0,5.031,0.055
239.081289,101.0,11.621,0.024
239.10232,102.0,10.79,0.055
239.123343,103.0,14.916,0.055
239.146431,100.0,4.973,0.055
239.167462,101.0,11.618,0.055
239.188458,102.0,10.838,0.024
239.209494,103.0,14.969,0.055
239.230655,100.0,4.901,0.024
239.251678,101.0,11.623,0.024
239.273768,102.0,10.925,0.055
239.294787,103.0,15.042,0.055
239.31582,100.0,4.839,0.055
239.337658,101.0,11.626,0.024
239.358659,102.0,10.99,0.055
239.379674,103.0,15.108,0.055
239.401927,100.0,4.821,0.055
239.42293,101.0,11.639,0.055
239.443934,102.0,11.056,0.024
239.465474,103.0,15.16,0.055
239.486516,100.0,4.773,0.024
239.507551,101.0,11.636,0.055
239.529215,102.0,11.101,0.055
239.550258,103.0,15.225,0.055
239.571296,100.0,4.718,0.055
239.593136,101.0,11.641,0.024
239.614147,102.0,11.157,0.024
239.63517,103.0,15.297,0.055
239.656204,100.0,4.653,0.055
239.67724,101.0,11.655,0.024
239.698265,102.0,11.216,0.055
